date,close
2021-01-12,35511.95
2021-01-13,34809.19
2021-01-14,34373.6
2021-01-15,35010.21
2021-01-16,34210.44
2021-01-17,33485.45
2021-01-18,33248.96
2021-01-19,33289.86
2021-01-20,33608.77
2021-01-21,32584.99
2021-01-22,31567.1
